(Add (Add (Add (Add (ProtectedExp (Sin (ProtectedDiv (Var "e") (ProtectedExp (Cos (ProtectedLog (Add (ProtectedLog (Var "e")) (Sin (ProtectedLog (Var "m2")))))))))) (ProtectedSqrt (ProtectedSqrt (Num 9.0)))) (Var "e")) (ProtectedDiv (Var "m1") (Sin (Sub (Var "r2") (Var "m1"))))) (Num -3.0))	m1,m2,r1,r2,G,e
(Add (Add (Add (Add (Sin (Var "q")) (Mul (Num 0.0) (Var "y"))) (ProtectedLog (Num -6.0))) (Var "d")) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Add (Cos (Sin (Num -6.0))) (ProtectedLog (Mul (Var "q") (Num 0.0)))) (Var "d")) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Add (Mul (ProtectedDiv (Var "n") (Var "n")) (Var "n")) (ProtectedLog (Num -5.0))) (ProtectedDiv (Var "alpha") (Num 1.0))) (ProtectedSqrt (Var "n")))	n,alpha
(Add (Add (Add (Mul (Var "G") (Var "r2")) (Var "m1")) (ProtectedExp (Var "m1"))) (Cos (Sin (Var "r2"))))	m1,m2,r1,r2,G,e
(Add (Add (Add (Num -10.0) (Sub (ProtectedLog (Num -10.0)) (ProtectedSqrt (Num 10.0)))) (Sin (Sin (ProtectedExp (ProtectedExp (Var "alpha")))))) (Var "n"))	n,alpha
(Add (Add (Add (Num -2.0) (Var "Y")) (Add (Add (ProtectedExp (Num 0.0)) (ProtectedSqrt (ProtectedExp (Sub (ProtectedExp (ProtectedSqrt (Num -9.0))) (Var "sigma"))))) (Num 0.0))) (Sin (Num -9.0)))	Y,sigma
(Add (Add (Add (Num -5.0) (ProtectedSqrt (Sin (Mul (Cos (Num 0.0)) (Var "epsilon"))))) (Var "d")) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Add (Num -6.0) (ProtectedLog (Sin (Mul (Num 0.0) (Var "q"))))) (Var "d")) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Add (Num -7.0) (ProtectedDiv (Num 3.0) (ProtectedLog (Cos (Cos (Var "m")))))) (ProtectedExp (Mul (Cos (Var "v")) (Var "m")))) (ProtectedSqrt (ProtectedDiv (ProtectedSqrt (Sin (Mul (Num -8.0) (ProtectedLog (Var "c"))))) (Num -8.0))))	m,v,c
(Add (Add (Add (Num -9.0) (Var "Y")) (Add (Add (ProtectedExp (Sin (ProtectedExp (ProtectedLog (Sub (Cos (Var "sigma")) (Sin (Var "Y"))))))) (Num 10.0)) (Var "Y"))) (Sin (Num -4.0)))	Y,sigma
(Add (Add (Add (Num 0.0) (Sub (Num -6.0) (ProtectedSqrt (ProtectedSqrt (Var "alpha"))))) (Cos (Var "n"))) (Num -7.0))	n,alpha
(Add (Add (Add (Num 0.0) (Sub (Num -6.0) (ProtectedSqrt (ProtectedSqrt (Var "sigma"))))) (Cos (Var "Y"))) (Num -7.0))	Y,sigma
(Add (Add (Add (Num 4.0) (Var "Y")) (Add (Add (ProtectedExp (Num -7.0)) (ProtectedSqrt (ProtectedExp (Sub (ProtectedExp (ProtectedSqrt (Num -2.0))) (Var "sigma"))))) (Num 2.9459101490553135))) (Sin (Var "sigma")))	Y,sigma
(Add (Add (Add (Num 6.0) (Var "Y")) (Add (Add (ProtectedExp (Sin (Num -8.0))) (ProtectedSqrt (ProtectedExp (Sub (Cos (Var "Y")) (Sin (Var "Y")))))) (Var "Y"))) (Sin (Num -2.0)))	Y,sigma
(Add (Add (Add (Num 6.0) (Var "Y")) (Add (Add (ProtectedExp (Sin (ProtectedSqrt (Var "Y")))) (ProtectedSqrt (ProtectedSqrt (Num 0.0)))) (Var "Y"))) (Sin (Num -2.0)))	Y,sigma
(Add (Add (Add (ProtectedDiv (Add (Var "c") (Var "t")) (ProtectedExp (ProtectedDiv (ProtectedExp (Var "c")) (Num -4.0)))) (Var "c")) (Var "c")) (Var "u"))	x,c,u,t
(Add (Add (Add (ProtectedExp (Cos (Mul (Mul (Num 4.0) (Num -9.0)) (ProtectedDiv (Var "r2") (Var "m1"))))) (Var "G")) (ProtectedDiv (Cos (Var "m2")) (Sin (Var "e")))) (Mul (Sub (Var "r1") (Sub (Var "G") (Var "G"))) (Cos (Var "m2"))))	m1,m2,r1,r2,G,e
(Add (Add (Add (ProtectedLog (ProtectedLog (Num 6.0))) (Cos (Add (ProtectedDiv (Var "sigma") (Var "Y")) (ProtectedExp (ProtectedLog (ProtectedLog (Add (Var "Y") (Var "Y")))))))) (Mul (Cos (ProtectedLog (ProtectedSqrt (Var "Y")))) (Num -2.0))) (Var "sigma"))	Y,sigma
(Add (Add (Add (ProtectedLog (Sin (Num -6.0))) (ProtectedLog (Mul (Var "q") (Num 0.0)))) (Var "d")) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Add (ProtectedLog (Var "epsilon")) (Var "Volt")) (Var "d")) (Cos (Var "q")))	q,y,Volt,d,epsilon
(Add (Add (Add (ProtectedLog (Var "n")) (Var "alpha")) (ProtectedDiv (Num -3.0) (ProtectedDiv (Var "n") (Mul (Var "n") (Var "n"))))) (ProtectedDiv (Var "n") (Mul (ProtectedExp (ProtectedLog (Var "n"))) (Sin (ProtectedExp (Num -7.0))))))	n,alpha
(Add (Add (Add (ProtectedSqrt (Mul (Var "epsilon") (Num -5.0))) (Sin (Cos (Var "d")))) (Var "d")) (ProtectedSqrt (Var "q")))	q,y,Volt,d,epsilon
(Add (Add (Add (Sin (Var "q")) (Mul (Num 0.0) (Var "y"))) (Var "d")) (Mul (Var "q") (ProtectedLog (Num -6.0))))	q,y,Volt,d,epsilon
(Add (Add (Add (Sub (Mul (Num -1.0) (Sin (Num 8.0))) (Var "c")) (ProtectedLog (ProtectedExp (Var "v")))) (Add (ProtectedDiv (ProtectedLog (Var "v")) (Var "v")) (Sin (Cos (ProtectedDiv (Add (Sub (Num 1.0) (Sub (Sin (ProtectedExp (ProtectedDiv (Sub (ProtectedLog (Var "c")) (Var "v")) (Var "c")))) (ProtectedSqrt (Var "m")))) (Var "c")) (Var "m")))))) (Var "c"))	m,v,c
(Add (Add (Add (Sub (Mul (Var "h") (Sub (Sin (Var "T")) (Var "omega"))) (Mul (ProtectedSqrt (Var "T")) (ProtectedLog (Num -2.0)))) (Cos (Var "h"))) (Var "kb")) (Var "h"))	h,omega,kb,T
(Add (Add (Add (Sub (Mul (Var "x") (Sub (Sin (Var "t")) (Var "c"))) (Mul (ProtectedSqrt (Var "t")) (ProtectedLog (Num -2.0)))) (Cos (Var "x"))) (Var "u")) (Var "x"))	x,c,u,t
(Add (Add (Add (Var "Volt") (ProtectedLog (Sin (Mul (Num -6.0) (Var "epsilon"))))) (Var "d")) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "Y") (Cos (Var "Y"))) (Var "sigma")) (Num -4.0))	Y,sigma
(Add (Add (Add (Var "Y") (Var "Y")) (Add (Sub (Num 5.0) (Mul (Var "sigma") (ProtectedLog (ProtectedSqrt (Sub (Sin (ProtectedExp (Var "sigma"))) (ProtectedSqrt (Num -7.0))))))) (ProtectedLog (Sin (Var "sigma"))))) (Cos (Mul (Var "sigma") (ProtectedSqrt (Sub (Sub (Num -7.0) (ProtectedDiv (Num -7.0) (Var "Y"))) (ProtectedSqrt (ProtectedExp (Cos (Var "sigma")))))))))	Y,sigma
(Add (Add (Add (Var "e") (Var "r1")) (Add (Var "m2") (Var "m2"))) (Add (Var "m2") (Var "G")))	m1,m2,r1,r2,G,e
(Add (Add (Add (Var "epsilon") (ProtectedSqrt (Var "d"))) (Var "Volt")) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "epsilon") (Sub (Var "epsilon") (ProtectedSqrt (ProtectedSqrt (Var "Volt"))))) (Cos (Var "q"))) (Num -7.0))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "n") (Cos (Var "n"))) (Var "alpha")) (Num -4.0))	n,alpha
(Add (Add (Add (Var "n") (Mul (Cos (Num -1.0)) (ProtectedDiv (Var "n") (Var "n")))) (ProtectedDiv (ProtectedLog (Var "n")) (Var "alpha"))) (Var "alpha"))	n,alpha
(Add (Add (Add (Var "n") (Mul (Num -1.0) (ProtectedDiv (Num -8.0) (Var "n")))) (ProtectedDiv (ProtectedLog (Var "n")) (Var "alpha"))) (Var "alpha"))	n,alpha
(Add (Add (Add (Var "n") (Mul (Num 1.0) (ProtectedDiv (Num -5.0) (Var "n")))) (ProtectedDiv (ProtectedLog (Var "n")) (Var "alpha"))) (Var "alpha"))	n,alpha
(Add (Add (Add (Var "q") (Cos (Var "q"))) (Var "Volt")) (Var "epsilon"))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "q") (Mul (Sin (Var "d")) (Var "d"))) (Var "d")) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "q") (Num -6.0)) (Var "d")) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "q") (Num 0.0)) (Var "d")) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "q") (ProtectedDiv (Sub (Var "y") (Var "q")) (Mul (Var "Volt") (Var "d")))) (Var "d")) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "q") (ProtectedLog (Mul (Mul (Var "epsilon") (Var "q")) (Num -6.0)))) (Var "d")) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "q") (ProtectedLog (Num -6.0))) (Add (Sin (Var "q")) (Mul (Num 0.0) (Var "y")))) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "q") (ProtectedLog (Num -6.0))) (Sub (Sin (Var "epsilon")) (Mul (Var "d") (Var "q")))) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "q") (ProtectedLog (Num 10.0))) (Var "Volt")) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "q") (ProtectedLog (Sin (Mul (Add (Var "d") (Var "q")) (Var "epsilon"))))) (Var "d")) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "q") (ProtectedLog (Sin (Mul (Cos (Num -5.0)) (Var "epsilon"))))) (Var "d")) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "q") (ProtectedLog (Sin (Mul (Num -3.0) (Var "q"))))) (Var "d")) (Num -6.0))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "q") (ProtectedLog (Sin (Mul (Num -5.0) (Var "d"))))) (Var "d")) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "q") (ProtectedLog (Sin (Mul (Num -6.0) (Var "epsilon"))))) (Var "d")) (Var "Volt"))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "q") (ProtectedLog (Sin (Mul (Num -6.0) (Var "epsilon"))))) (Var "d")) (Var "d"))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "q") (ProtectedLog (Sin (Mul (Num -6.0) (Var "epsilon"))))) (Var "q")) (Var "y"))	q,y,Volt,d,epsilon
(Add (Add (Add (Var "q") (ProtectedLog (Sin (Mul (Num -6.0) (Var "q"))))) (Var "d")) (Var "Volt"))	q,y,Volt,d,epsilon
