x	y	target
15.274247181436698	27.08530338627201	1.20936522653604
7.9235797863979105	11.3419627523089	9.30196441476838
15.7264622144927	38.893014116029	-0.632972385196869
11.9470635367715	53.57510537131871	-0.791876585202497
13.8066487360185	49.02355332298779	-0.8343562298538199
12.877901971845	51.8135799582198	-0.8289121663754209
14.728943798218	20.2330526918008	2.5487663894065298
15.955295929901302	36.7892827890693	-0.530893505437855
12.2202358625747	53.1951448040125	-0.811253208034723
16.294239353627802	29.186647017610504	0.150095323011404
11.8280853022233	53.790624833104296	-0.7953009386447429
15.6231631312734	38.206315785528496	-0.474395889520337
16.3131397703495	31.0860465006584	-0.0958773756050273
15.0972275177344	43.13687456196429	-0.762062466441462
11.8360808508739	53.7730157221415	-0.7944758899018249
11.8128180713144	14.9245378812955	5.69604833891792
7.92118437757547	11.2056826485345	9.33691875565831
14.787511751287198	44.802987492895696	-0.7921629634045659
15.5338046713292	40.4930329990285	-0.704484688642092
12.4013103735142	52.854932962741096	-0.815970035985012
15.1792383189753	22.284776243538104	1.90981134901772
13.3639169655171	17.9472415120857	3.97990311824442
14.3743427212604	46.7809874380552	-0.8208998518735542
16.132532852600697	34.554411922919805	-0.3836815358389861
15.663164975973	39.39818533886221	-0.6531658471851379
12.076516613484	53.4261211000419	-0.804758015593119
14.866085214014197	44.3992045772346	-0.7857346272703579
15.8669582580614	24.4012610174882	1.0815503005517502
14.4561042822655	46.4213926736479	-0.8176156100517371
14.6720721841412	45.01535995269021	-0.7517842102936322
11.3472087328811	54.2821563428176	-0.768361703136071
12.382422905206196	15.6750119347265	5.1183608665058795
15.9740598061222	36.9067832970198	-0.5589633227116629
13.8782166417883	48.7603960408549	-0.832896094181412
12.4232793809331	16.4742886641245	4.95848499999944
13.7498645504459	18.029817691194697	3.65504343222851
14.1170780530674	19.4096316996038	3.16043489658527
14.4674041723942	46.3331264091537	-0.8119542861566781
15.8038559059255	25.0741223001595	1.0481866278739
14.983820437158696	20.9582806226082	2.2434246727347404
16.165130956053602	34.675070199383	-0.422652092291051
12.8124992675415	51.9623675911691	-0.8260674650124499
15.5469340961025	40.4300346177785	-0.7052813867696801
15.8006048624277	35.5340174002252	-0.2626643455915289
15.4984262678206	28.370675438411	0.8707016226345259
14.6307549064554	45.628076412704495	-0.8103006455782801
13.0787526728822	51.191303545131	-0.816444748003295
16.2173915208421	34.0185125140703	-0.381041716951977
13.055329780134098	51.360129568069105	-0.8321457035493729
16.248985787397	27.7910857739724	0.356075746348219
13.8109850551245	48.82295048961579	-0.8077835004891829
15.8230566659765	32.0776152178313	0.15453426300512
15.530689590450402	40.383420305246894	-0.68839012176773
11.106591632772	18.3548139145129	5.64093048953271
